text,x_distance,y_distance,digit_ratio,special_chars,pattern_score,character_count,horizontal_score,vertical_score,alignment_score,normalized_distance,is_integer,is_valid
2198051354,0.4684712402522564,-0.061334848403930664,1.0,0,0.30000000000000004,10,0.0,0.0,0,-7.638053904053309,1,0
(865) 705-1689,0.0003315731883049011,-0.05510491132736206,0.7142857142857143,3,0.8,14,0.9673863595266652,0.0,1,-0.00601723508037545,1,1
+1-443-470-7200 or 855-291-4527,0.5831582061946392,-0.04448765516281128,0.6774193548387096,6,0.0,31,0.0,0.0,0,-13.108609853008947,1,0
2198051354,0.46867067739367485,-0.0064585208892822266,1.0,0,0.30000000000000004,10,0.0,0.0,0,-72.57749303940216,1,0
+1-443-470-7200 or 855-291-4527,0.58386654779315,0.010180652141571045,0.6774193548387096,6,0.2,31,0.0,1.0,0,57.344971098478176,1,0
963784292 son -954201419,0.4945799820125103,0.12643390893936157,0.75,1,0.30000000000000004,24,0.0,1.0,0,3.911735976728641,1,0
800-543-8917 I 303-449-3711,0.3627641014754772,0.3822466731071472,0.7407407407407407,4,0.30000000000000004,27,0.0,1.0,0,0.9490289333266692,1,0
4125581005,0.138577401638031,-0.45601658523082733,1.0,0,0.4,10,0.0,0.0,0,-0.3038874243034599,1,0
(412) 496-1356,0.33010588213801384,-0.44972872734069824,0.7142857142857143,3,0.6,14,0.0,0.0,0,-0.7340127416425383,1,0
+1-443-470-7200 or 855-291-4527,0.25351113080978394,-0.43925735354423523,0.6774193548387096,6,0.0,31,0.0,0.0,0,-0.5771370835373794,1,0
4125581005,0.138555645942688,-0.401091068983078,1.0,0,0.4,10,0.0,0.0,0,-0.3454477102711153,1,0
(215) 850-1857,0.32979754358530045,-0.3951607942581177,0.7142857142857143,3,0.6,14,0.0,0.0,0,-0.8345928618686274,1,0
+1-443-470-7200 or 855-291-4527,0.25279754400253296,-0.3848054111003876,0.6774193548387096,6,0.0,31,0.0,0.0,0,-0.6569507435729037,1,0
8018643556,0.1387079954147339,-0.35174110531806946,1.0,0,0.4,10,0.0,0.0,0,-0.39434796691524227,1,0
(801) 572-4949,0.32994989678263664,-0.3402097821235657,0.7142857142857143,3,0.6,14,0.0,0.0,0,-0.9698453247535421,1,0
8015724949,0.1385902762413025,-0.34051674604415894,1.0,0,0.4,10,0.0,0.0,0,-0.4070010795428231,1,0
+1-443-470-7200 or 855-291-4527,0.25342661142349243,-0.3295700252056122,0.6774193548387096,6,0.0,31,0.0,0.0,0,-0.7689636829959494,1,0
8019162779,0.13860422372817993,-0.2913661003112793,1.0,0,0.4,10,0.0,0.0,0,-0.47570633401221485,1,0
(801) 572-4949,0.3299466408789158,-0.2851463854312897,0.7142857142857143,3,0.6,14,0.0,0.0,0,-1.1571172382111778,1,0
+1-443-470-7200 or 855-291-4527,0.25321686267852783,-0.2746933698654175,0.6774193548387096,6,0.0,31,0.0,0.0,0,-0.9218197899074831,1,0
9712195332,0.13837575912475586,-0.24216750264167786,1.0,0,0.4,10,0.0,0.0,0,-0.5714075134887826,1,0
888-675-1461,0.3098982572555542,-0.242118239402771,0.8333333333333334,2,0.30000000000000004,12,0.0,0.0,0,-1.2799512253649439,1,0
(541) 760-1049,0.32952792569994926,-0.23632070422172546,0.7142857142857143,3,0.6,14,0.0,0.0,0,-1.394415784266435,1,0
8410079,0.3264259099960327,-0.23077508807182312,1.0,0,0.1,7,0.0,0.0,0,-1.4144825041814928,1,0
9712195332,0.13851362466812134,-0.1984889805316925,1.0,0,0.4,10,0.0,0.0,0,-0.6978438910864173,1,0
888-675-1461,0.30978697538375854,-0.1985868215560913,0.8333333333333334,2,0.30000000000000004,12,0.0,0.0,0,-1.5599652228759848,1,0
(541) 207-2555,0.3297147750854492,-0.19260218739509583,0.7142857142857143,3,0.6,14,0.0,0.0,0,-1.7119041660375802,1,0
8410079,0.32640892267227173,-0.1871749460697174,1.0,0,0.1,7,0.0,0.0,0,-1.7438801154018142,1,0
2198051354,0.13847678899765015,-0.14942395687103271,1.0,0,0.4,10,0.0,0.0,0,-0.9267437340111652,1,0
(865) 705-1689,0.32966287806630135,-0.1431940197944641,0.7142857142857143,3,0.6,14,0.0,0.0,0,-2.3022272911032373,1,0
+1-443-470-7200 or 855-291-4527,0.25316375494003296,-0.13257676362991333,0.6774193548387096,6,0.0,31,0.0,0.0,0,-1.909577950059879,1,0
2198051354,0.1386762261390686,-0.09454762935638428,1.0,0,0.4,10,0.0,0.0,0,-1.4667495508099198,1,0
+1-443-470-7200 or 855-291-4527,0.2538720965385437,-0.077908456325531,0.6774193548387096,6,0.0,31,0.0,0.0,0,-3.258636701957723,1,0
963784292 son -954201419,0.16458553075790405,0.03834480047225952,0.75,1,0.4,24,0.0,1.0,0,4.292139653649167,1,0
800-543-8917 I 303-449-3711,0.03276965022087097,0.29415756464004517,0.7407407407407407,4,0.5,27,0.03774263120958685,1.0,0,0.11140131262528567,1,0
4125581005,0.04264265298843384,-0.4503687471151352,1.0,0,0.5,10,0.014062194849509352,0.0,0,-0.09468407376324035,1,0
(412) 496-1356,0.5113259367644787,-0.4440808892250061,0.7142857142857143,3,0.6,14,0.0,0.0,0,-1.15142781551497,1,0
+1-443-470-7200 or 855-291-4527,0.07229107618331909,-0.4336095154285431,0.6774193548387096,6,0.2,31,0.0,0.0,0,-0.1667196874855479,1,0
4125581005,0.042664408683776855,-0.39544323086738586,1.0,0,0.5,10,0.014031634821595838,0.0,0,-0.10789037020703193,1,0
(215) 850-1857,0.5110175982117653,-0.38951295614242554,0.7142857142857143,3,0.6,14,0.0,0.0,0,-1.3119432925055348,1,0
+1-443-470-7200 or 855-291-4527,0.07157748937606812,-0.37915757298469543,0.6774193548387096,6,0.2,31,0.0,0.0,0,-0.18878082163422583,1,0
8018643556,0.04251205921173096,-0.3460932672023773,1.0,0,0.5,10,0.014247042734994114,0.0,0,-0.12283446710721233,1,0
(801) 572-4949,0.5111699514091015,-0.33456194400787354,0.7142857142857143,3,0.6,14,0.0,0.0,0,-1.527882918088226,1,0
8015724949,0.042629778385162354,-0.3348689079284668,1.0,0,0.5,10,0.014080311026918193,0.0,0,-0.12730326608146864,1,0
+1-443-470-7200 or 855-291-4527,0.07220655679702759,-0.32392218708992004,0.6774193548387096,6,0.2,31,0.0,0.0,0,-0.22291396696130023,1,0
8019162779,0.04261583089828491,-0.28571826219558716,1.0,0,0.5,10,0.014099963223998238,0.0,0,-0.14915385430619285,1,0
(801) 572-4949,0.5111666955053806,-0.27949854731559753,0.7142857142857143,3,0.6,14,0.0,0.0,0,-1.8288772134668911,1,0
+1-443-470-7200 or 855-291-4527,0.07199680805206299,-0.26904553174972534,0.6774193548387096,6,0.2,31,0.0,0.0,0,-0.2676018262992869,1,0
9712195332,0.042844295501708984,-0.23651966452598572,1.0,0,0.5,10,0.013781480922821452,0.0,0,-0.18114551588380792,1,0
888-675-1461,0.12867820262908936,-0.23647040128707886,0.8333333333333334,2,0.4,12,0.0,0.0,0,-0.5441642848026299,1,0
(541) 760-1049,0.5107479803264141,-0.23067286610603333,0.7142857142857143,3,0.6,14,0.0,0.0,0,-2.2141754386797987,1,0
8410079,0.14520585536956787,-0.22512724995613098,1.0,0,0.2,7,0.0,0.0,0,-0.6449974420924405,1,0
9712195332,0.042706429958343506,-0.19284114241600037,1.0,0,0.5,10,0.013972795814734202,0.0,0,-0.22146026975138794,1,0
888-675-1461,0.1285669207572937,-0.19293898344039917,0.8333333333333334,2,0.4,12,0.0,0.0,0,-0.6663639707678896,1,0
(541) 207-2555,0.5109348297119141,-0.1869543492794037,0.7142857142857143,3,0.6,14,0.0,0.0,0,-2.7329536041010787,1,0
8410079,0.14518886804580688,-0.18152710795402527,1.0,0,0.2,7,0.0,0.0,0,-0.7998236159097212,1,0
2198051354,0.0427432656288147,-0.14377611875534058,1.0,0,0.5,10,0.01392142076432718,0.0,0,-0.29729250790291545,1,0
(865) 705-1689,0.5108829326927662,-0.13754618167877197,0.7142857142857143,3,0.6,14,0.0,0.0,0,-3.7142917436824563,1,0
+1-443-470-7200 or 855-291-4527,0.07194370031356812,-0.1269289255142212,0.6774193548387096,6,0.2,31,0.0,0.0,0,-0.5668075013603483,1,0
2198051354,0.04254382848739624,-0.08889979124069214,1.0,0,0.5,10,0.01420185273287759,0.0,0,-0.4785647576715578,1,0
+1-443-470-7200 or 855-291-4527,0.07265204191207886,-0.07226061820983887,0.6774193548387096,6,0.2,31,0.0,0.0,0,-1.005430746964375,1,0
963784292 son -954201419,0.01663452386856079,0.04399263858795166,0.75,1,0.5,24,0.18948367861378798,1.0,1,0.37811202715831765,1,0
800-543-8917 I 303-449-3711,0.14845040440559387,0.2998054027557373,0.7407407407407407,4,0.4,27,0.0,1.0,0,0.4951542163245312,1,0
4125581005,0.07735776901245117,-0.46184150874614716,1.0,0,0.5,10,0.0,0.0,0,-0.16749888229265578,1,0
(412) 496-1356,0.546041052788496,-0.45555365085601807,0.7142857142857143,3,0.6,14,0.0,0.0,0,-1.1986343439390448,1,0
+1-443-470-7200 or 855-291-4527,0.03757596015930176,-0.44508227705955505,0.6774193548387096,6,0.2,31,0.02333978144978072,0.0,0,-0.08442494010880135,1,0
4125581005,0.07737952470779419,-0.4069159924983978,1.0,0,0.5,10,0.0,0.0,0,-0.19016140013100857,1,0
(215) 850-1857,0.5457327142357826,-0.4009857177734375,0.7142857142857143,3,0.6,14,0.0,0.0,0,-1.36098132932869,1,0
+1-443-470-7200 or 855-291-4527,0.03686237335205078,-0.3906303346157074,0.6774193548387096,6,0.2,31,0.025066140309526697,0.0,0,-0.09436662863098895,1,0
8018643556,0.07722717523574829,-0.3575660288333893,1.0,0,0.5,10,0.0,0.0,0,-0.21598078393659967,1,0
(801) 572-4949,0.5458850674331188,-0.3460347056388855,0.7142857142857143,3,0.6,14,0.0,0.0,0,-1.5775488298899834,1,0
8015724949,0.07734489440917969,-0.34634166955947876,1.0,0,0.5,10,0.0,0.0,0,-0.22332027742383534,1,0
+1-443-470-7200 or 855-291-4527,0.037491440773010254,-0.335394948720932,0.6774193548387096,6,0.2,31,0.02353788384556774,0.0,0,-0.11178329518462896,1,0
8019162779,0.07733094692230225,-0.2971910238265991,1.0,0,0.5,10,0.0,0.0,0,-0.26020707534726123,1,0
(801) 572-4949,0.545881811529398,-0.2909713089466095,0.7142857142857143,3,0.6,14,0.0,0.0,0,-1.8760739317548802,1,0
+1-443-470-7200 or 855-291-4527,0.037281692028045654,-0.2805182933807373,0.6774193548387096,6,0.2,31,0.024036802087633414,0.0,0,-0.13290336427652744,1,0
9712195332,0.07755941152572632,-0.24799242615699768,1.0,0,0.5,10,0.0,0.0,0,-0.31275037499330816,1,0
888-675-1461,0.09396308660507202,-0.24794316291809082,0.8333333333333334,2,0.5,12,0.0,0.0,0,-0.37897179527353436,1,0
(541) 760-1049,0.5454630963504314,-0.2421456277370453,0.7142857142857143,3,0.6,14,0.0,0.0,0,-2.252633483749109,1,0
8410079,0.11049073934555054,-0.23660001158714294,1.0,0,0.2,7,0.0,0.0,0,-0.466995777388762,1,0
9712195332,0.07742154598236084,-0.20431390404701233,1.0,0,0.5,10,0.0,0.0,0,-0.37893615356055127,1,0
888-675-1461,0.09385180473327637,-0.20441174507141113,0.8333333333333334,2,0.5,12,0.0,0.0,0,-0.4591334212909851,1,0
(541) 207-2555,0.5456499457359314,-0.19842711091041565,0.7142857142857143,3,0.6,14,0.0,0.0,0,-2.7498898367376583,1,0
8410079,0.11047375202178955,-0.19299986958503723,1.0,0,0.2,7,0.0,0.0,0,-0.572406212841126,1,0
2198051354,0.07745838165283203,-0.15524888038635254,1.0,0,0.5,10,0.0,0.0,0,-0.4989335858246037,1,0
(865) 705-1689,0.5455980487167835,-0.14901894330978394,0.7142857142857143,3,0.6,14,0.0,0.0,0,-3.661290959992478,1,0
+1-443-470-7200 or 855-291-4527,0.03722858428955078,-0.13840168714523315,0.6774193548387096,6,0.2,31,0.024164795679264522,0.0,0,-0.26899132553066246,1,0
2198051354,0.07725894451141357,-0.1003725528717041,1.0,0,0.5,10,0.0,0.0,0,-0.7697294930782501,1,0
+1-443-470-7200 or 855-291-4527,0.03793692588806152,-0.08373337984085083,0.6774193548387096,6,0.2,31,0.022512319443132967,0.0,0,-0.45307354168325087,1,0
963784292 son -954201419,0.051349639892578125,0.0325198769569397,0.75,1,0.5,24,0.0,1.0,0,1.578974637140605,1,0
800-543-8917 I 303-449-3711,0.1831655204296112,0.28833264112472534,0.7407407407407407,4,0.4,27,0.0,1.0,0,0.6352554620928842,1,0
4125581005,0.23207980394363403,-0.45601658523082733,1.0,0,0.30000000000000004,10,0.0,0.0,0,-0.5089295442087998,1,0
(412) 496-1356,0.7007630877196789,-0.44972872734069824,0.7142857142857143,3,0.6,14,0.0,0.0,0,-1.5581940919306603,1,0
+1-443-470-7200 or 855-291-4527,0.1171460747718811,-0.43925735354423523,0.6774193548387096,6,0.1,31,0.0,0.0,0,-0.26669181635430556,1,0
4125581005,0.23210155963897705,-0.401091068983078,1.0,0,0.30000000000000004,10,0.0,0.0,0,-0.5786769047347552,1,0
(215) 850-1857,0.7004547491669655,-0.3951607942581177,0.7142857142857143,3,0.6,14,0.0,0.0,0,-1.7725860761771468,1,0
+1-443-470-7200 or 855-291-4527,0.11785966157913208,-0.3848054111003876,0.6774193548387096,6,0.1,31,0.0,0.0,0,-0.30628459076677506,1,0
8018643556,0.23194921016693115,-0.35174110531806946,1.0,0,0.30000000000000004,10,0.0,0.0,0,-0.6594335040560287,1,0
(801) 572-4949,0.7006071023643017,-0.3402097821235657,0.7142857142857143,3,0.6,14,0.0,0.0,0,-2.059344553045187,1,0
8015724949,0.23206692934036255,-0.34051674604415894,1.0,0,0.30000000000000004,10,0.0,0.0,0,-0.6815160004679123,1,0
+1-443-470-7200 or 855-291-4527,0.11723059415817261,-0.3295700252056122,0.6774193548387096,6,0.1,31,0.0,0.0,0,-0.35570877477042795,1,0
8019162779,0.2320529818534851,-0.2913661003112793,1.0,0,0.30000000000000004,10,0.0,0.0,0,-0.7964336895721957,1,0
(801) 572-4949,0.7006038464605808,-0.2851463854312897,0.7142857142857143,3,0.6,14,0.0,0.0,0,-2.4570057320089522,1,0
+1-443-470-7200 or 855-291-4527,0.11744034290313721,-0.2746933698654175,0.6774193548387096,6,0.1,31,0.0,0.0,0,-0.42753405549879603,1,0
9712195332,0.23228144645690918,-0.24216750264167786,1.0,0,0.30000000000000004,10,0.0,0.0,0,-0.9591807451611294,1,0
888-675-1461,0.06075894832611084,-0.242118239402771,0.8333333333333334,2,0.5,12,0.0,0.0,0,-0.2509484598287364,1,0
(541) 760-1049,0.7001851312816143,-0.23632070422172546,0.7142857142857143,3,0.6,14,0.0,0.0,0,-2.9628724087462044,1,0
8410079,0.044231295585632324,-0.23077508807182312,1.0,0,0.30000000000000004,7,0.011996629321054374,0.0,0,-0.19166491331499208,1,0
9712195332,0.2321435809135437,-0.1984889805316925,1.0,0,0.30000000000000004,10,0.0,0.0,0,-1.1695598911918872,1,0
888-675-1461,0.060870230197906494,-0.1985868215560913,0.8333333333333334,2,0.5,12,0.0,0.0,0,-0.30651851033943767,1,0
(541) 207-2555,0.7003719806671143,-0.19260218739509583,0.7142857142857143,3,0.6,14,0.0,0.0,0,-3.6363845422738432,1,0
8410079,0.04424828290939331,-0.1871749460697174,1.0,0,0.30000000000000004,7,0.011976267557912269,0.0,0,-0.23640193434246443,1,0
2198051354,0.2321804165840149,-0.14942395687103271,1.0,0,0.30000000000000004,10,0.0,0.0,0,-1.5538470222109868,1,0
(865) 705-1689,0.7003200836479664,-0.1431940197944641,0.7142857142857143,3,0.6,14,0.0,0.0,0,-4.890741773957902,1,0
+1-443-470-7200 or 855-291-4527,0.11749345064163208,-0.13257676362991333,0.6774193548387096,6,0.1,31,0.0,0.0,0,-0.8862362729406282,1,0
2198051354,0.23198097944259644,-0.09454762935638428,1.0,0,0.30000000000000004,10,0.0,0.0,0,-2.45361448654258,1,0
+1-443-470-7200 or 855-291-4527,0.11678510904312134,-0.077908456325531,0.6774193548387096,6,0.1,31,0.0,0.0,0,-1.499023515222249,1,0
963784292 son -954201419,0.206071674823761,0.03834480047225952,0.75,1,0.30000000000000004,24,0.0,1.0,0,5.374035025630493,1,0
800-543-8917 I 303-449-3711,0.33788755536079407,0.29415756464004517,0.7407407407407407,4,0.30000000000000004,27,0.0,1.0,0,1.1486578871985558,1,0
626-379-0474,0.4670606628060341,0.1753636822104454,0.8333333333333334,2,0.5,12,0.0,1.0,0,2.6633678852480713,1,0
(510) 604-6542,0.0031408369541168213,0.18142487853765488,0.7142857142857143,3,1.0,14,0.7304578896271644,1.0,1,0.01731195670338144,1,1
+1-443-470-7200 or 855-291-4527,0.5857356563210487,0.19209576398134232,0.6774193548387096,6,0.2,31,0.0,1.0,0,3.049169825567385,1,0
480-221-3888,0.4669679179787636,0.23017217963933945,0.8333333333333334,2,0.5,12,0.0,1.0,0,2.02876772485161,1,0
(619) 573-2222,0.0031838007271289825,0.2363235279917717,0.7142857142857143,3,1.0,14,0.7273262989952606,1.0,1,0.013472155235785916,1,1
+1-443-470-7200 or 855-291-4527,0.5863926187157631,0.2469097599387169,0.6774193548387096,6,0.2,31,0.0,1.0,0,2.3749172326929187,1,0
707-762-2312,0.4672149792313576,0.2795603796839714,0.8333333333333334,2,0.5,12,0.0,1.0,0,1.671242929762037,1,0
(650) 464-8573,0.0031307265162467957,0.2912473604083061,0.7142857142857143,3,1.0,14,0.7311967880045034,1.0,1,0.010749336105644599,1,1
707-481-3039,0.46730998903512955,0.29071565717458725,0.8333333333333334,2,0.5,12,0.0,1.0,0,1.6074413952637423,1,0
+1-443-470-7200 or 855-291-4527,0.5859009400010109,0.3016941174864769,0.6774193548387096,6,0.2,31,0.0,1.0,0,1.9420299038391737,1,0
707-481-3039,0.4671987071633339,0.33985235542058945,0.8333333333333334,2,0.5,12,0.0,1.0,0,1.3747067660554557,1,0
(650) 771-7208,0.003062564879655838,0.34617456048727036,0.7142857142857143,3,1.0,14,0.7361977693701152,1.0,1,0.00884685468652099,1,1
+1-443-470-7200 or 855-291-4527,0.5865760818123817,0.35657962411642075,0.6774193548387096,6,0.2,31,0.0,1.0,0,1.6450026786112455,1,0
+5184990811669,0.5275451317429543,0.4613574668765068,0.9285714285714286,1,0.2,14,0.0,1.0,0,1.1434603884362307,1,0
800-543-8917 303-449-3711,0.3656921163201332,0.9256829544901848,0.8,4,0.1,25,0.0,0.0,0,0.39505072389586365,1,0
626-379-0474,0.15830203890800476,0.049713581800460815,0.8333333333333334,2,0.6000000000000001,12,0.0,1.0,0,3.184217450392742,1,0
(510) 604-6542,0.3056177869439125,0.05577477812767029,0.7142857142857143,3,0.8,14,0.0,1.0,0,5.47939978971438,1,1
+1-443-470-7200 or 855-291-4527,0.2769770324230194,0.06644566357135773,0.6774193548387096,6,0.2,31,0.0,1.0,0,4.168411437627279,1,0
480-221-3888,0.15820929408073425,0.10452207922935486,0.8333333333333334,2,0.6000000000000001,12,0.0,1.0,0,1.513630245561134,1,0
(619) 573-2222,0.30557482317090034,0.11067342758178711,0.7142857142857143,3,0.8,14,0.0,1.0,0,2.761024654454021,1,1
+1-443-470-7200 or 855-291-4527,0.27763399481773376,0.1212596595287323,0.6774193548387096,6,0.2,31,0.0,1.0,0,2.2895636218434827,1,0
707-762-2312,0.15845635533332825,0.15391027927398682,0.8333333333333334,2,0.6000000000000001,12,0.0,1.0,0,1.029530493676493,1,0
(650) 464-8573,0.30562789738178253,0.16559725999832153,0.7142857142857143,3,0.8,14,0.0,1.0,0,1.8455984826463774,1,1
707-481-3039,0.15855136513710022,0.16506555676460266,0.8333333333333334,2,0.6000000000000001,12,0.0,1.0,0,0.9605299113569468,1,0
+1-443-470-7200 or 855-291-4527,0.27714231610298157,0.1760440170764923,0.6774193548387096,6,0.2,31,0.0,1.0,0,1.5742695857308022,1,0
707-481-3039,0.15844008326530457,0.21420225501060486,0.8333333333333334,2,0.6000000000000001,12,0.0,1.0,0,0.7396716882638429,1,0
(650) 771-7208,0.3056960590183735,0.22052446007728577,0.7142857142857143,3,0.8,14,0.0,1.0,0,1.3862166251064103,1,1
+1-443-470-7200 or 855-291-4527,0.2778174579143524,0.23092952370643616,0.6774193548387096,6,0.2,31,0.0,1.0,0,1.203034806552987,1,0
+5184990811669,0.21878650784492493,0.3357073664665222,0.9285714285714286,1,0.30000000000000004,14,0.0,1.0,0,0.6517159823800309,1,0
800-543-8917 303-449-3711,0.05693349242210388,0.8000328540802002,0.8,4,0.30000000000000004,25,0.0,0.0,0,0.07116385404410215,1,0
626-379-0474,0.022632628679275513,0.04951685667037964,0.8333333333333334,2,0.7,12,0.10401055777483506,1.0,0,0.4570599416273563,1,1
(510) 604-6542,0.44128719717264175,0.05557805299758911,0.7142857142857143,3,0.8,14,0.0,1.0,0,7.939811374472029,1,1
+1-443-470-7200 or 855-291-4527,0.14130762219429016,0.06624893844127655,0.6774193548387096,6,0.30000000000000004,31,0.0,1.0,0,2.1329472225780886,1,0
480-221-3888,0.022539883852005005,0.10432535409927368,0.8333333333333334,2,0.7,12,0.10497968904523708,1.0,0,0.21605167789681176,1,1
(619) 573-2222,0.4412442333996296,0.11047670245170593,0.7142857142857143,3,0.8,14,0.0,1.0,0,3.993966416820756,1,1
+1-443-470-7200 or 855-291-4527,0.14196458458900452,0.12106293439865112,0.6774193548387096,6,0.30000000000000004,31,0.0,1.0,0,1.1726414253276265,1,0
707-762-2312,0.022786945104599,0.15371355414390564,0.8333333333333334,2,0.7,12,0.10241782487710102,1.0,0,0.1482419490562107,1,1
(650) 464-8573,0.4412973076105118,0.16540053486824036,0.7142857142857143,3,0.8,14,0.0,1.0,0,2.6680363514283667,1,1
707-481-3039,0.02288195490837097,0.16486883163452148,0.8333333333333334,2,0.7,12,0.1014493630860371,1.0,0,0.13878800433965993,1,1
+1-443-470-7200 or 855-291-4527,0.14147290587425232,0.17584729194641113,0.6774193548387096,6,0.30000000000000004,31,0.0,1.0,0,0.8045168042767539,1,0
707-481-3039,0.022770673036575317,0.21400552988052368,0.8333333333333334,2,0.7,12,0.10258461552305925,1.0,0,0.10640176750348604,1,1
(650) 771-7208,0.44136546924710274,0.2203277349472046,0.7142857142857143,3,0.8,14,0.0,1.0,0,2.003213377287639,1,1
+1-443-470-7200 or 855-291-4527,0.14214804768562317,0.23073279857635498,0.6774193548387096,6,0.30000000000000004,31,0.0,1.0,0,0.616069464303398,1,0
+5184990811669,0.08311709761619568,0.33551064133644104,0.9285714285714286,1,0.5,14,0.0,1.0,0,0.24773238056693342,1,0
800-543-8917 303-449-3711,0.07873591780662537,0.799836128950119,0.8,4,0.4,25,0.0,0.0,0,0.09843993852845465,1,0
626-379-0474,0.008434772491455078,0.03822122514247894,0.8333333333333334,2,0.7,12,0.4302119653202854,1.0,1,0.2206771704162494,1,1
(510) 604-6542,0.47235459834337234,0.044282421469688416,0.7142857142857143,3,0.8,14,0.0,1.0,0,10.666623821438337,1,1
+1-443-470-7200 or 855-291-4527,0.11024022102355957,0.054953306913375854,0.6774193548387096,6,0.30000000000000004,31,0.0,1.0,0,2.00603423490229,1,0
480-221-3888,0.008527517318725586,0.09302972257137299,0.8333333333333334,2,0.7,12,0.42624041737339313,1.0,1,0.09166345356700085,1,1
(619) 573-2222,0.4723116345703602,0.09918107092380524,0.7142857142857143,3,0.8,14,0.0,1.0,0,4.762066673655209,1,1
+1-443-470-7200 or 855-291-4527,0.11089718341827393,0.10976730287075043,0.6774193548387096,6,0.30000000000000004,31,0.0,1.0,0,1.0102842124547806,1,0
707-762-2312,0.008280456066131592,0.14241792261600494,0.8333333333333334,2,0.7,12,0.4369023314844435,1.0,1,0.058141544073168266,1,1
(650) 464-8573,0.47236470878124237,0.15410490334033966,0.7142857142857143,3,0.8,14,0.0,1.0,0,3.065195417842202,1,1
707-481-3039,0.00818544626235962,0.1535732001066208,0.8333333333333334,2,0.7,12,0.44107311384914494,1.0,1,0.05329961840385151,1,1
+1-443-470-7200 or 855-291-4527,0.11040550470352173,0.16455166041851044,0.6774193548387096,6,0.30000000000000004,31,0.0,1.0,0,0.6709432981680451,1,0
707-481-3039,0.008296728134155273,0.20270989835262299,0.8333333333333334,2,0.7,12,0.43619197914050395,1.0,1,0.040928870630935754,1,1
(650) 771-7208,0.47243287041783333,0.2090321034193039,0.7142857142857143,3,0.8,14,0.0,1.0,0,2.260086381964919,1,1
+1-443-470-7200 or 855-291-4527,0.11108064651489258,0.21943716704845428,0.6774193548387096,6,0.30000000000000004,31,0.0,1.0,0,0.506204768336243,1,0
+5184990811669,0.05204969644546509,0.32421500980854034,0.9285714285714286,1,0.5,14,0.0,1.0,0,0.16054017960495554,1,0
800-543-8917 303-449-3711,0.10980331897735596,0.7885404974222183,0.8,4,0.30000000000000004,25,0.0,0.0,0,0.13924862462699616,1,0
626-379-0474,0.17560440301895142,0.03844638168811798,0.8333333333333334,2,0.6000000000000001,12,0.0,1.0,0,4.567395627703337,1,0
(510) 604-6542,0.6395242288708687,0.044507578015327454,0.7142857142857143,3,0.8,14,0.0,1.0,0,14.368561238928711,1,1
+1-443-470-7200 or 855-291-4527,0.05692940950393677,0.05517846345901489,0.6774193548387096,6,0.4,31,0.0,1.0,0,1.0317137198374837,1,0
480-221-3888,0.17569714784622192,0.09325487911701202,0.8333333333333334,2,0.6000000000000001,12,0.0,1.0,0,1.8840329372239086,1,0
(619) 573-2222,0.6394812650978565,0.09940622746944427,0.7142857142857143,3,0.8,14,0.0,1.0,0,6.432945384121289,1,1
+1-443-470-7200 or 855-291-4527,0.05627244710922241,0.10999245941638947,0.6774193548387096,6,0.4,31,0.0,1.0,0,0.5115981205409528,1,0
707-762-2312,0.17545008659362793,0.14264307916164398,0.8333333333333334,2,0.6000000000000001,12,0.0,1.0,0,1.2299850622948623,1,0
(650) 464-8573,0.6395343393087387,0.1543300598859787,0.7142857142857143,3,0.8,14,0.0,1.0,0,4.143912053615344,1,1
707-481-3039,0.17535507678985596,0.15379835665225983,0.8333333333333334,2,0.6000000000000001,12,0.0,1.0,0,1.1401548134322408,1,0
+1-443-470-7200 or 855-291-4527,0.05676412582397461,0.16477681696414948,0.6774193548387096,6,0.4,31,0.0,1.0,0,0.34448888126928345,1,0
707-481-3039,0.1754663586616516,0.20293505489826202,0.8333333333333334,2,0.6000000000000001,12,0.0,1.0,0,0.8646386604372407,1,0
(650) 771-7208,0.6396025009453297,0.20925725996494293,0.7142857142857143,3,0.8,14,0.0,1.0,0,3.0565221227228134,1,1
+1-443-470-7200 or 855-291-4527,0.05608898401260376,0.21966232359409332,0.6774193548387096,6,0.4,31,0.0,1.0,0,0.25534068726123915,1,0
+5184990811669,0.11511993408203125,0.3244401663541794,0.9285714285714286,1,0.4,14,0.0,1.0,0,0.3548252996857971,1,0
800-543-8917 303-449-3711,0.2769729495048523,0.7887656539678574,0.8,4,0.2,25,0.0,0.0,0,0.35114687989350407,1,0
626-379-0474,0.13413912057876587,-0.2588864862918854,0.8333333333333334,2,0.4,12,0.0,0.0,0,-0.5181407521143466,1,0
(510) 604-6542,0.3297807052731514,-0.2528252899646759,0.7142857142857143,3,0.6,14,0.0,0.0,0,-1.304386953165092,1,0
+1-443-470-7200 or 855-291-4527,0.2528141140937805,-0.24215440452098846,0.6774193548387096,6,0.0,31,0.0,0.0,0,-1.0440246115634026,1,0
480-221-3888,0.13404637575149536,-0.20407798886299133,0.8333333333333334,2,0.4,12,0.0,0.0,0,-0.65684218734474,1,0
(619) 573-2222,0.32973774150013924,-0.19792664051055908,0.7142857142857143,3,0.6,14,0.0,0.0,0,-1.6659677879508903,1,0
